"ID","ReleaseDate","Grade","Edition","Name","OfficialJPY","TaxExJPY","OfficialKRW","AppliedMultiplier","DiscrepancyCheck"
"313","2010-09-18","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GUNDAM HARUTE","1980","1800","25740","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3136","2014-09","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 MSN-04 II NIGHTINGALE","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3137","2015-01","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 GUNDAM MK-III","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3138","2015-04","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 GUNDAM GP04 GERBERA","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3139","2015-06","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 DIJEH","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"314","2010-09-24","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 RAPHAEL GUNDAM","2200","2000","28600","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3140","2016-04","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 EFREET CUSTOM","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3141","2016-11","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 BAWOO","4290","3900","55770","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3142","2017-02","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 REBAWOO","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3143","2017-07","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 HAMMA-HAMMA","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3144","2018-02","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 GUNCANNON DETECTOR","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3145","2018-06","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 VIGNA-GHINA","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3146","2018-09","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 GYUNEI GUSS’S JAGD DOGA","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3147","2018-12","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 GUN EZ","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3148","2019-05","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 VIGNA-GHINA Ⅱ","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3149","2019-07","RE/100","?쒖젙/?대읇G (P-Bandai)","RE/100 1/100 ZAKUⅡ FZ","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"315","2010-11-13","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 BRAVE (COMMANDER TEST TYPE)","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3150","2016-01","その他","?쒖젙/?대읇G (P-Bandai)","1/100 MCGILLIS'S SCHWALBE GRAZE","3300","3000","42900","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3151","2017-01","MG","?쒖젙/?대읇G (P-Bandai)","MG 1/100 RGM-179 GM II","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"316","2010-11-13","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 BRAVE (STANDARD TEST TYPE)","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3169","2025-06-28","RG","?쒖젙/?대읇G (P-Bandai)","RG 1/144 SHINING GUNDAM","4180","3800","54340","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"317","2011-09-23","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GUNDAM AGE-1 NORMAL","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3170","2025-06-07","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 BOCATA'S GELGOOG(GQ)","2420","2200","31460","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3171","2025-06-07","Figure-rise Standard","?쒖젙/?대읇G (P-Bandai)","Figure-rise Standard AMATE YUZURIHA(MACHU)","4180","3800","54340","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"318","2011-11-19","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GUNDAM AGE-1 TITUS","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"319","2011-12-17","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 G-EXES","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"32","2015-01-24","HG","?쒖젙/?대읇G (P-Bandai)","HGBC 1/144 MOCK ARMY SET","660","600","8580","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"320","2011-10-01","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GAFRAN","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3202","2025-03","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 ZAKU II HIGH MOBILITY TYPE","2750","2500","35750","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3203","2025-03","RG","?쒖젙/?대읇G (P-Bandai)","RG 1/144 SWORD IMPULSE GUNDAM SpecII","4180","3800","54340","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3204","2025-04","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 ZAKU DESERT TYPE PINK PANTHER FORCES","2640","2400","34320","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3205","2025-04","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 G-LINE LIGHT ARMOR","3630","3300","47190","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3206","2025-05","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 REBEN-WOLF (A.O.Z RE-BOOT Ver.)","3520","3200","45760","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3207","2025-06","HG","?쒖젙/?대읇G (P-Bandai)","","2640","2400","34320","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3208","2025-06","HG","?쒖젙/?대읇G (P-Bandai)","","2640","2400","34320","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3209","2025-06","MG","?쒖젙/?대읇G (P-Bandai)","","5280","4800","68640","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"321","2012-02-11","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 ADELE","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3210","2025-06","RG","?쒖젙/?대읇G (P-Bandai)","","5500","5000","71500","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"322","2012-02-25","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 ZEYDRA","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"323","2012-07-14","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GUNDAM AGE-2 DARK HOUND","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3235","2025-07-05","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 LIGHT-TYPE GUNCANNON","2200","2000","28600","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3236","2025-07-05","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 XAVIER'S GYAN HAKUJI-PACKS","2860","2600","37180","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3237","2025-07-12","オプションパーツセット","?쒖젙/?대읇G (P-Bandai)","OPTION PARTS SET GUNPLA 17 (BINDER GUN)","660","600","8580","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3238","2025-07-26","Figure-rise Standard","?쒖젙/?대읇G (P-Bandai)","Figure-rise Standard NYAAN","4180","3800","54340","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"324","2011-11-12","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GENOACE CUSTOM","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"325","2011-12-10","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 BAQTO","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"326","2012-03-17","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GENOACE II","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3268","2025-07","MG","?쒖젙/?대읇G (P-Bandai)","MG 1/100 Ex-S GUNDAM/S GUNDAM (TASK FORCE α Ver.)","13200","12000","171600","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3269","2025-07","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GUNDAM ZIRIUS","2970","2700","38610","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"327","2012-01-28","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 ZEDAS R","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3270","2025-07","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GENOACE O CUSTOM","1980","1800","25740","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"328","2012-01-28","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 DORADO","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"329","2012-04-28","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 FARSIA","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"33","2015-01-10","HG","?쒖젙/?대읇G (P-Bandai)","HGBC 1/144 KURENAI WEAPON","660","600","8580","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"330","2011-11-19","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R01 AILE STRIKE GUNDAM","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3302","2025-08-08","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GALLUSS-J","2750","2500","35750","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3303","2025-08-02","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 GFreD","2860","2600","37180","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"331","2011-11-19","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R02 DUEL GUNDAM","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"332","2011-11-19","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R03 BUSTER GUNDAM","1100","1000","14300","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"333","2011-11-19","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R04 BLITZ GUNDAM","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3334","2025-08","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 DESTINY GUNDAM SpecⅡ[FINAL BATTLE IMAGE COLOR]","2970","2700","38610","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3335","2025-08","MG","?쒖젙/?대읇G (P-Bandai)","MG 1/100 BLAZE ZAKU PHANTOM (DEARKA ELTHMAN CUSTOM)","5390","4900","70070","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3336","2025-08","RG","?쒖젙/?대읇G (P-Bandai)","RG 1/144 MS-06S ZAKUⅡ [HATSUNE MIKU Ver.]","3850","3500","50050","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3337","2025-08","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 MESSER TYPE-F02 MINELAYER","3740","3400","48620","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"334","2011-11-19","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R05 AEGIS GUNDAM","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"335","2011-11-19","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R06 MOBILE GINN","1100","1000","14300","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"336","2012-01-21","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R07 MOBILE CGUE","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3367","2024-08-31","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF LIBER KNIGHT","2200","2000","26400","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3368","2024-08-31","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (LIBER HOLY KNIGHT)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"337","2012-01-21","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R08 CALAMITY GUNDAM","1320","1200","17160","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"338","2012-01","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R09 FORBIDDEN GUNDAM","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"339","2012-01-21","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R10 RAIDER GUNDAM","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"34","2015-02-21","HG","?쒖젙/?대읇G (P-Bandai)","HGBF 1/144 Hi-NU GUNDAM VRABE","2640","2400","34320","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"340","2012-02-29","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R15 FREEDOM GUNDAM","1650","1500","21450","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3400","2024-08-31","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (LIBER PALADIN)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3401","2024-09-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ROSAN KNIGHT","2200","2000","26400","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3402","2024-09-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (ROSAN HOLY KNIGHT)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3403","2024-09-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (ROSAN PALADIN)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3404","2024-09-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ITEM SHOP 1 (KNIGHT OPTION)","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3405","2024-11-23","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF LIBER FIGHTER","2200","2000","26400","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3406","2024-11-23","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (LIBER WARRIOR)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3407","2024-11-23","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (LIBER VIKING)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3408","2024-12-21","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ROSAN FIGHTER","2200","2000","26400","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3409","2024-12-21","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (ROSAN WARRIOR)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"341","2012-02-25","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R11 LaGOWE","1540","1400","20020","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3410","2024-12-21","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (ROSAN VIKING)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3411","2024-12-21","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ITEM SHOP 2 (FIGHTER OPTION)","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3412","2025-01-17","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF LIBER PRIEST","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3413","2025-01-17","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (LIBER BISHOP)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3414","2025-02-15","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ROSAN PRIEST","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3415","2025-02-15","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (ROSAN BISHOP)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3416","2025-03-08","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF LIBER ARCHER","2420","2200","29040","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3417","2025-03-15","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ROSAN ARCHER","2420","2200","29040","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3418","2025-05-24","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF LIBER ASSASSIN","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3419","2025-05-24","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF LIBER LANCER","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"342","2012-06-23","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R16 M1 ASTRAY","1540","1400","20020","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3420","2025-05-24","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR(LIBER ASSASSIN SLASH)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3421","2025-06-14","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ROSAN ASSASSIN","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3422","2025-06-14","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ROSAN LANCER","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3423","2025-06-14","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR(ROSAN ASSASSIN SLASH)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3424","2025-06-14","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF ITEM SHOP 3 (WEAPON OPTION)","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3425","2025-07-19","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF LIBER WIZARD","1760","1600","22880","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3426","2025-07-19","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (LIBER SORCERER)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3427","2025-07-19","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MF CLASS UP ARMOR (LIBER ENCHANTER)","770","700","9240","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"343","2012-02-25","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R12 MOBILE BuCUE","1540","1400","20020","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3433","2021-08-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS SIS-G00 RISHETTA [COLOR A]","2530","2300","30360","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3434","2021-08-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION HAIR STYLE PARTS Vol.1 All 4 TYPES PIGTAILS 1 [PINK 1]","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3435","2021-08-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION HAIR STYLE PARTS Vol.1 All 4 TYPES PIGTAILS 2 [YELLOW 1]","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3436","2021-08-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION HAIR STYLE PARTS Vol.1 All 4 TYPES SHORT HAIR 1 [RED 1]","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3437","2021-08-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION HAIR STYLE PARTS Vol.1 All 4 TYPES SHORT HAIR 2 [NAVY 1]","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3438","2021-08-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION BODY PARTS TYPE G01 [COLOR A]","880","800","10560","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3439","2021-08-28","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION PARTS SET 1 (SPEED ARMOR)","1650","1500","19800","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"344","2012-02-25","HG","?쒖젙/?대읇G (P-Bandai)","HG 1/144 R13 PROVIDENCE GUNDAM","1980","1800","25740","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3440","2021-09-25","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION BODY PARTS TYPE A01 [COLOR B]","880","800","10560","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3441","2021-09-25","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS SIS-A00 TIASHA [COLOR B]","2530","2300","30360","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3442","2021-09-25","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION PARTS SET 2 (FLIGHT ARMOR)","1650","1500","19800","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3443","2021-09-25","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION HAIR STYLE PARTS Vol.2 All 4 TYPES PONYTAIL HAIR 1 [NAVY 1]","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3444","2021-09-25","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION HAIR STYLE PARTS Vol.2 All 4 TYPES PONYTAIL HAIR 2 [RED 2]","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"3445","2021-09-25","30 MINUTES LABEL","?쒖젙/?대읇G (P-Bandai)","30MS OPTION HAIR STYLE PARTS Vol.2 All 4 TYPES MEDIUM HAIR 1 [BROWN 1]","660","600","7920","14.3","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
